,0,1,2
0,1.0,11000.0,110.0
1,0.78,9180.6,91.80600000000001
2,0.597529,7525.220473099999,75.25220473099999
3,0.44769712500000003,6032.9305201151265,60.329305201151264
4,0.328385156401,4734.905480290226,47.34905480290226
5,0.234157455059968,3612.597382357322,36.125973823573226
6,0.16156160946824197,2667.0645212482214,26.670645212482214
7,0.10733488022877875,1895.9199869654426,18.959199869654427
8,0.06984788261449264,1320.128332586179,13.201283325861791
9,0.043575493018008116,881.229432321779,8.81229432321779
10,0.027450750735620526,593.9975972501283,5.939975972501283
11,0.017149778732316913,397.0751977085022,3.9707519770850217
12,0.010125407157981346,250.8479251961025,2.508479251961025
13,0.005923503575790974,157.02198023287718,1.570219802328772
14,0.003307524228873068,93.81420594443982,0.9381420594443982
15,0.0018343429858220064,55.67111169810147,0.5567111169810147
16,0.0009664960733485918,31.38580137957581,0.3138580137957581
17,0.0004937585041618958,17.156610608389077,0.17156610608389078
18,0.0002514944852911565,9.350377608047541,0.09350377608047541
19,0.00012078619743735956,4.805092697726661,0.04805092697726661
20,5.088581096196789e-05,2.166032352445899,0.021660323524458992
21,1.7762960277308117e-05,0.8090350948939445,0.008090350948939446
22,6.243323783910102e-06,0.3042647581873796,0.003042647581873796
23,1.753619063767097e-06,0.09144391894081953,0.0009144391894081954
24,4.1303121694451247e-07,0.023045504851007113,0.00023045504851007114
25,7.944811378381914e-08,0.0047431921454114765,4.7431921454114766e-05
26,1.4145365910376472e-08,0.0009036184530323626,9.036184530323626e-06
27,2.2108191029886293e-09,0.00015111510985045128,1.5111510985045128e-06
28,3.607607549485014e-10,2.6385039424023273e-05,2.6385039424023275e-07
29,5.568113258332838e-11,4.357428789882549e-06,4.357428789882549e-08
30,7.106698672091134e-12,5.950780308363591e-07,5.950780308363591e-09
31,9.192265259731335e-13,8.23592421379842e-08,8.235924213798421e-10
32,1.0484835281427291e-13,1.0051599662903457e-08,1.0051599662903457e-10
33,1.140852227332764e-14,1.170271809217016e-09,1.170271809217016e-11
34,1.3120711658607293e-15,1.440119456777488e-10,1.440119456777488e-12
35,1.486328100287032e-16,1.7455793383147e-11,1.7455793383147002e-13
36,1.3590674574606075e-17,1.707849887078944e-12,1.707849887078944e-14
37,1.2227346439823595e-18,1.6440865514383383e-13,1.6440865514383383e-15
38,9.729917087758322e-20,1.3998624904408966e-14,1.3998624904408966e-16
39,7.721358810418439e-21,1.1886493286429936e-15,1.1886493286429937e-17
40,6.206984189207146e-22,1.0224084535489742e-16,1.0224084535489742e-18
41,5.1405236114438375e-23,9.06014041651232e-18,9.06014041651232e-20
42,3.8384006194113626e-24,7.238717842852572e-19,7.238717842852572e-21
43,2.18768222760924e-25,4.4144780761235524e-20,4.414478076123553e-22
