,0,1,2
0,1.0,10000.0,100.0
1,0.788,8431.6,84.316
2,0.6084,6965.5716,69.655716
3,0.46188991700000004,5658.35009591431,56.5835009591431
4,0.342488300625,4489.322979309306,44.89322979309306
5,0.24858756339555702,3486.5691727093454,34.865691727093456
6,0.17514977638485607,2628.525855403188,26.28525855403188
7,0.11923246778756257,1914.6128816807914,19.146128816807913
8,0.07803245792632216,1340.7429078732257,13.407429078732257
9,0.050080931834591225,920.7175049789007,9.207175049789008
10,0.03076429807071373,605.1803070586529,6.05180307058653
11,0.019160624013463128,403.30276862020986,4.033027686202098
12,0.011850497104030988,266.89589902703204,2.6689589902703204
13,0.006905527681743277,166.41251357509438,1.664125135750944
14,0.003992441410083116,102.94646518576943,1.0294646518576942
15,0.0021995036122005904,60.684998399787425,0.6068499839978743
16,0.0012051633416850583,35.57839528422578,0.3557839528422578
17,0.0006262894555298875,19.783326585947894,0.19783326585947894
18,0.0003155116841594514,10.664081246612604,0.10664081246612604
19,0.00015869302021871974,5.739176772386781,0.05739176772386781
20,7.512901480603764e-05,2.9072558127681827,0.02907255812768183
21,3.104034468680041e-05,1.2852448331285802,0.012852448331285802
22,1.055119840472102e-05,0.4674604778297211,0.004674604778297211
23,3.6211277946678594e-06,0.17166064448280707,0.0017166064448280707
24,9.855339138371087e-07,0.04998989655988403,0.0004998989655988403
25,2.238629195839258e-07,0.012150009166630062,0.00012150009166630062
26,4.1313019167585955e-08,0.0023991928270063146,2.3991928270063146e-05
27,7.0585375892778595e-09,0.0004386081823886994,4.386081823886994e-06
28,1.0567715312285649e-09,7.02630309855562e-05,7.02630309855562e-07
29,1.6594994727631062e-10,1.1806105822276596e-05,1.1806105822276596e-07
30,2.4666741734414468e-11,1.877695291538388e-06,1.877695291538388e-08
31,3.020346935638732e-12,2.4601066774803126e-07,2.4601066774803125e-09
32,3.7596364912301163e-13,3.276625012440548e-08,3.2766250124405483e-10
33,4.120540265600926e-14,3.842543794770485e-09,3.842543794770485e-11
34,4.312421419317848e-15,4.302983054144676e-10,4.302983054144676e-12
35,4.789059755391662e-16,5.113078671313162e-11,5.113078671313162e-13
36,5.246738194013223e-17,5.993843380680415e-12,5.993843380680415e-14
37,4.620829355366065e-18,5.648325353811998e-13,5.648325353811998e-15
38,4.010569632262139e-19,5.2455328735709016e-14,5.245532873570902e-16
39,3.074653799731629e-20,4.302922775162508e-15,4.302922775162508e-17
40,2.3550144371776245e-21,3.5265064400240103e-16,3.5265064400240105e-18
41,1.8310603358161083e-22,2.933847530570307e-17,2.933847530570307e-19
42,1.4701897528729376e-23,2.520531063873728e-18,2.520531063873728e-20
43,1.0632369715769476e-24,1.9504396194937042e-19,1.9504396194937043e-21
44,5.841111547716671e-26,1.1465202196070344e-20,1.1465202196070344e-22
