Time,Policies,FUM,Profit
0.0,1.0,10000.0,100.0
1.0,0.731,7821.7,78.217
2.0,0.519841,5951.659609,59.51659609000001
3.0,0.35942543100000013,4403.116082685332,44.03116082685332
4.0,0.24009999999999995,3147.22122001,31.4722122001
5.0,0.15414952512716792,2162.0268325369257,21.620268325369256
6.0,0.09374743182073653,1406.896163412741,14.068961634127412
7.0,0.05513282121031073,885.3126304551411,8.853126304551411
8.0,0.03147440830160258,540.7889336220063,5.407889336220063
9.0,0.017026055347225597,313.01708304282346,3.1301708304282347
10.0,0.008258601109663364,162.45918382187406,1.6245918382187408
11.0,0.0036950404075058777,77.77513015565529,0.7777513015565529
12.0,0.0018529362625311933,41.7316746535326,0.417316746535326
13.0,0.0009191089866355259,22.149101960715573,0.22149101960715573
14.0,0.0004533789832454254,11.690531912818491,0.11690531912818491
15.0,0.00021783257990686005,6.0100695855842075,0.06010069585584207
16.0,0.0001048251913228021,3.0946112975960975,0.030946112975960977
17.0,5.081603014812327e-05,1.6051844899274723,0.016051844899274723
18.0,2.4164386034109177e-05,0.816739882799462,0.00816739882799462
19.0,1.1268718875927437e-05,0.40753632099346887,0.004075363209934689
20.0,4.965884243463389e-06,0.19216405099435233,0.0019216405099435232
21.0,1.6864945524460668e-06,0.06983035889264905,0.0006983035889264905
22.0,5.650326708567019e-07,0.025033217287421593,0.00025033217287421595
23.0,2.0568806966515085e-07,0.009750704367058364,9.750704367058364e-05
24.0,9.145906897465939e-08,0.0046391395905450265,4.6391395905450266e-05
25.0,4.0157153527798696e-08,0.00217950245791201,2.1795024579120098e-05
26.0,1.4901161193847656e-08,0.0008653630204396697,8.653630204396697e-06
27.0,4.820119159866978e-09,0.0002995158241868189,2.9951582418681895e-06
28.0,1.4142287474859628e-09,9.402978351408544e-05,9.402978351408545e-07
29.0,3.5020146649216005e-10,2.4914232516379325e-05,2.4914232516379323e-07
30.0,8.147563645587645e-11,6.202133244653449e-06,6.202133244653448e-08
31.0,1.7765929199612918e-11,1.447054990269434e-06,1.447054990269434e-08
32.0,4.188271851027259e-12,3.650192335878309e-07,3.650192335878309e-09
33.0,9.353273739335175e-13,8.722245543359758e-08,8.722245543359757e-10
34.0,1.975024515334e-13,1.9707018852408035e-08,1.9707018852408034e-10
35.0,3.93560894727553e-14,4.201884961716883e-09,4.2018849617168834e-11
36.0,6.756614548369068e-15,7.718717399080665e-10,7.718717399080664e-12
37.0,5.562957034749483e-16,6.799946253166298e-11,6.799946253166298e-13
38.0,3.905399933637778e-17,5.107978570311875e-12,5.107978570311875e-14
39.0,2.3078815226508113e-18,3.2298387438148965e-13,3.2298387438148965e-15
40.0,8.90960955614531e-20,1.334165726622936e-14,1.334165726622936e-16
41.0,1.2254558134687058e-21,1.963507396148011e-16,1.9635073961480112e-18
42.0,1.4701897528729376e-23,2.520531063873728e-18,2.520531063873728e-20
43.0,1.583334151360124e-25,2.904524336780675e-20,2.904524336780675e-22
44.0,1.1095640035039258e-27,2.177903220257227e-22,2.1779032202572272e-24
